1779080599.043319 server started (1536774): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1779080599.043350 on Linux 6.17.0-23-generic #23-Ubuntu SMP PREEMPT_DYNAMIC Sat Apr 11 23:29:57 UTC 2026
1779080599.043363 using libevent 2.1.12-stable poll
1779080599.043367 using ncurses 6.5 20250216
1779080599.052731 cmd_parse_build_commands 0:0: swap-pane
1779080599.052733 cmd_parse_build_commands 0:1: -D
1779080599.052746 args_parse_flags: next -D
1779080599.052748 args_parse_flags: -D
1779080599.052750 args_parse: flags end at 2 of 2
1779080599.052752 cmd_parse_build_commands: swap-pane -D
1779080599.052754 cmd_parse_build_commands 0:0: swap-pane
1779080599.052757 args_parse: flags end at 1 of 1
1779080599.052760 cmd_parse_build_commands: swap-pane
1779080599.052762 cmd_parse_build_commands 0:0: kill-pane
1779080599.052764 args_parse: flags end at 1 of 1
1779080599.052766 cmd_parse_build_commands: kill-pane
1779080599.052769 cmd_parse_build_commands 0:0: respawn-pane
1779080599.052770 cmd_parse_build_commands 0:1: -k
1779080599.052773 args_parse_flags: next -k
1779080599.052774 args_parse_flags: -k
1779080599.052776 args_parse: flags end at 2 of 2
1779080599.052778 cmd_parse_build_commands: respawn-pane -k
1779080599.052780 cmd_parse_build_commands 0:0: select-pane
1779080599.052782 cmd_parse_build_commands 0:1: -m
1779080599.052785 args_parse_flags: next -m
1779080599.052786 args_parse_flags: -m
1779080599.052788 args_parse: flags end at 2 of 2
1779080599.052790 cmd_parse_build_commands: select-pane -m
1779080599.052792 cmd_parse_build_commands 0:0: resize-pane
1779080599.052794 cmd_parse_build_commands 0:1: -Z
1779080599.052797 args_parse_flags: next -Z
1779080599.052798 args_parse_flags: -Z
1779080599.052800 args_parse: flags end at 2 of 2
1779080599.052802 cmd_parse_build_commands: resize-pane -Z
1779080599.052804 args_parse_flags: next -xP
1779080599.052806 args_parse_flag_argument: -x = P
1779080599.052807 args_parse_flags: next -yP
1779080599.052809 args_parse_flag_argument: -y = P
1779080599.052810 args_parse_flags: next -T
1779080599.052812 args_parse_flag_argument: -T = #[align=centre]#{pane_index} (#{pane_id})
1779080599.052814 args_parse_flags: next #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}
1779080599.052816 args_parse: flags end at 5 of 61
1779080599.052819 args_parse: 5 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,} (type STRING)
1779080599.052821 args_parse: 6 = < (type STRING)
1779080599.052824 args_parse: 7 = send-keys -X history-top (type COMMANDS)
1779080599.052827 args_parse: 8 = #{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,} (type STRING)
1779080599.052831 args_parse: 9 = > (type STRING)
1779080599.052834 args_parse: 10 = send-keys -X history-bottom (type COMMANDS)
1779080599.052836 args_parse: 11 =  (type STRING)
1779080599.052839 args_parse: 12 = #{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779080599.052841 args_parse: 13 = C-r (type STRING)
1779080599.052850 args_parse: 14 = if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" (type COMMANDS)
1779080599.052853 args_parse: 15 = #{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779080599.052855 args_parse: 16 = C-y (type STRING)
1779080599.052860 args_parse: 17 = copy-mode -q ; send-keys -l "#{q:mouse_word}" (type COMMANDS)
1779080599.052862 args_parse: 18 = #{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},} (type STRING)
1779080599.052864 args_parse: 19 = c (type STRING)
1779080599.052868 args_parse: 20 = copy-mode -q ; set-buffer "#{q:mouse_word}" (type COMMANDS)
1779080599.052870 args_parse: 21 = #{?mouse_line,Copy Line,} (type STRING)
1779080599.052872 args_parse: 22 = l (type STRING)
1779080599.052876 args_parse: 23 = copy-mode -q ; set-buffer "#{q:mouse_line}" (type COMMANDS)
1779080599.052878 args_parse: 24 =  (type STRING)
1779080599.052880 args_parse: 25 = #{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1779080599.052883 args_parse: 26 = C-h (type STRING)
1779080599.052887 args_parse: 27 = copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" (type COMMANDS)
1779080599.052889 args_parse: 28 = #{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},} (type STRING)
1779080599.052891 args_parse: 29 = h (type STRING)
1779080599.052895 args_parse: 30 = copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" (type COMMANDS)
1779080599.052897 args_parse: 31 =  (type STRING)
1779080599.052899 args_parse: 32 = Horizontal Split (type STRING)
1779080599.052901 args_parse: 33 = h (type STRING)
1779080599.052906 args_parse: 34 = split-window -h (type COMMANDS)
1779080599.052909 args_parse: 35 = Vertical Split (type STRING)
1779080599.052910 args_parse: 36 = v (type STRING)
1779080599.052913 args_parse: 37 = split-window -v (type COMMANDS)
1779080599.052915 args_parse: 38 =  (type STRING)
1779080599.052919 args_parse: 39 = #{?#{>:#{window_panes},1},,-}Swap Up (type STRING)
1779080599.052921 args_parse: 40 = u (type STRING)
1779080599.052924 args_parse: 41 = swap-pane -U (type COMMANDS)
1779080599.052927 args_parse: 42 = #{?#{>:#{window_panes},1},,-}Swap Down (type STRING)
1779080599.052929 args_parse: 43 = d (type STRING)
1779080599.052931 args_parse: 44 = swap-pane -D (type COMMANDS)
1779080599.052934 args_parse: 45 = #{?pane_marked_set,,-}Swap Marked (type STRING)
1779080599.052936 args_parse: 46 = s (type STRING)
1779080599.052938 args_parse: 47 = swap-pane (type COMMANDS)
1779080599.052940 args_parse: 48 =  (type STRING)
1779080599.052942 args_parse: 49 = Kill (type STRING)
1779080599.052944 args_parse: 50 = X (type STRING)
1779080599.052946 args_parse: 51 = kill-pane (type COMMANDS)
1779080599.052948 args_parse: 52 = Respawn (type STRING)
1779080599.052950 args_parse: 53 = R (type STRING)
1779080599.052954 args_parse: 54 = respawn-pane -k (type COMMANDS)
1779080599.052956 args_parse: 55 = #{?pane_marked,Unmark,Mark} (type STRING)
1779080599.052958 args_parse: 56 = m (type STRING)
1779080599.052960 args_parse: 57 = select-pane -m (type COMMANDS)
1779080599.052965 args_parse: 58 = #{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom} (type STRING)
1779080599.052967 args_parse: 59 = z (type STRING)
1779080599.052969 args_parse: 60 = resize-pane -Z (type COMMANDS)
1779080599.053059 cmd_parse_build_commands: display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z }
1779080599.053065 args_parse_flags: next >
1779080599.053066 args_parse: flags end at 1 of 3
1779080599.053068 args_parse: 1 = > (type STRING)
1779080599.053139 args_parse: 2 = display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } (type COMMANDS)
1779080599.053211 cmd_parse_build_commands: bind-key > { display-menu -T "#[align=centre]#{pane_index} (#{pane_id})" -x P -y P "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Top,}" < { send-keys -X history-top } "#{?#{m/r:(copy|view)-mode,#{pane_mode}},Go To Bottom,}" > { send-keys -X history-bottom } '' "#{?mouse_word,Search For #[underscore]#{=/9/...:mouse_word},}" C-r { if-shell -F "#{?#{m/r:(copy|view)-mode,#{pane_mode}},0,1}" "copy-mode -t=" ; send-keys -X -t = search-backward "#{q:mouse_word}" } "#{?mouse_word,Type #[underscore]#{=/9/...:mouse_word},}" C-y { copy-mode -q ; send-keys -l "#{q:mouse_word}" } "#{?mouse_word,Copy #[underscore]#{=/9/...:mouse_word},}" c { copy-mode -q ; set-buffer "#{q:mouse_word}" } "#{?mouse_line,Copy Line,}" l { copy-mode -q ; set-buffer "#{q:mouse_line}" } '' "#{?mouse_hyperlink,Type #[underscore]#{=/9/...:mouse_hyperlink},}" C-h { copy-mode -q ; send-keys -l "#{q:mouse_hyperlink}" } "#{?mouse_hyperlink,Copy #[underscore]#{=/9/...:mouse_hyperlink},}" h { copy-mode -q ; set-buffer "#{q:mouse_hyperlink}" } '' "Horizontal Split" h { split-window -h } "Vertical Split" v { split-window -v } '' "#{?#{>:#{window_panes},1},,-}Swap Up" u { swap-pane -U } "#{?#{>:#{window_panes},1},,-}Swap Down" d { swap-pane -D } "#{?pane_marked_set,,-}Swap Marked" s { swap-pane } '' Kill X { kill-pane } Respawn R { respawn-pane -k } "#{?pane_marked,Unmark,Mark}" m { select-pane -m } "#{?#{>:#{window_panes},1},,-}#{?window_zoomed_flag,Unzoom,Zoom}" z { resize-pane -Z } }
1779080599.053222 cmdq_get_command: [bind-key/0x733020ebf900] group 754
1779080599.053224 cmdq_append <global>: [bind-key/0x733020ebf900]
1779080599.053226 yylex_token: end at WS
1779080599.053227 yylex_token: bind
1779080599.053229 yylex_token: end at WS
1779080599.053230 yylex_token: -n
1779080599.053233 yylex_token: end at WS
1779080599.053234 yylex_token: MouseDown1Pane
1779080599.053237 yylex_token: end at WS
1779080599.053238 yylex_token: select-pane
1779080599.053240 yylex_token: end at ;
1779080599.053241 yylex_token: -t=
1779080599.053243 yylex_token: end at WS
1779080599.053245 yylex_token: send
1779080599.053246 yylex_token: end at WS
1779080599.053248 yylex_token: -M
1779080599.053250 cmd_parse_build_commands 0:0: bind
1779080599.053252 cmd_parse_build_commands 0:1: -n
1779080599.053254 cmd_parse_build_commands 0:2: MouseDown1Pane
1779080599.053256 cmd_parse_build_commands 0:3 0:0: select-pane
1779080599.053257 cmd_parse_build_commands 0:3 0:1: -t=
1779080599.053259 cmd_parse_build_commands 0:3 1:0: send
1779080599.053261 cmd_parse_build_commands 0:3 1:1: -M
1779080599.053263 cmd_parse_build_commands 0:0: select-pane
1779080599.053265 cmd_parse_build_commands 0:1: -t=
1779080599.053266 cmd_parse_build_commands 1:0: send
1779080599.053268 cmd_parse_build_commands 1:1: -M
1779080599.053271 args_parse_flags: next -t=
1779080599.053273 args_parse_flag_argument: -t = =
1779080599.053275 args_parse: flags end at 2 of 2
1779080599.053278 args_parse_flags: next -M
1779080599.053280 args_parse_flags: -M
1779080599.053281 args_parse: flags end at 2 of 2
1779080599.053285 cmd_parse_build_commands: select-pane -t = ; send-keys -M
1779080599.053287 args_parse_flags: next -n
1779080599.053288 args_parse_flags: -n
1779080599.053290 args_parse_flags: next MouseDown1Pane
1779080599.053291 args_parse: flags end at 2 of 4
1779080599.053293 args_parse: 2 = MouseDown1Pane (type STRING)
1779080599.053297 args_parse: 3 = select-pane -t = ; send-keys -M (type COMMANDS)
1779080599.053303 cmd_parse_build_commands: bind-key -n MouseDown1Pane { select-pane -t = ; send-keys -M }
1779080599.053305 cmdq_get_command: [bind-key/0x733020ebfa00] group 836
1779080599.053307 cmdq_append <global>: [bind-key/0x733020ebfa00]
1779080599.053309 yylex_token: end at WS
1779080599.053311 yylex_token: bind
1779080599.053312 yylex_token: end at WS
1779080599.053314 yylex_token: -n
1779080599.053316 yylex_token: end at WS
1779080599.053318 yylex_token: MouseDrag1Pane
1779080599.053319 yylex_token: end at WS
1779080599.053321 yylex_token: if
1779080599.053322 yylex_token: end at WS
1779080599.053324 yylex_token: -F
1779080599.053328 yylex_token: end at WS
1779080599.053329 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053331 yylex_token: end at WS
1779080599.053333 yylex_token: send
1779080599.053334 yylex_token: end at WS
1779080599.053336 yylex_token: -M
1779080599.053338 yylex_token: end at WS
1779080599.053339 yylex_token: copy-mode
1779080599.053341 yylex_token: end at WS
1779080599.053342 yylex_token: -M
1779080599.053345 cmd_parse_build_commands 0:0: bind
1779080599.053346 cmd_parse_build_commands 0:1: -n
1779080599.053348 cmd_parse_build_commands 0:2: MouseDrag1Pane
1779080599.053350 cmd_parse_build_commands 0:3 0:0: if
1779080599.053352 cmd_parse_build_commands 0:3 0:1: -F
1779080599.053354 cmd_parse_build_commands 0:3 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053355 cmd_parse_build_commands 0:3 0:3 0:0: send
1779080599.053357 cmd_parse_build_commands 0:3 0:3 0:1: -M
1779080599.053359 cmd_parse_build_commands 0:3 0:4 0:0: copy-mode
1779080599.053361 cmd_parse_build_commands 0:3 0:4 0:1: -M
1779080599.053363 cmd_parse_build_commands 0:0: if
1779080599.053365 cmd_parse_build_commands 0:1: -F
1779080599.053367 cmd_parse_build_commands 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053369 cmd_parse_build_commands 0:3 0:0: send
1779080599.053372 cmd_parse_build_commands 0:3 0:1: -M
1779080599.053374 cmd_parse_build_commands 0:4 0:0: copy-mode
1779080599.053376 cmd_parse_build_commands 0:4 0:1: -M
1779080599.053378 cmd_parse_build_commands 0:0: send
1779080599.053379 cmd_parse_build_commands 0:1: -M
1779080599.053382 args_parse_flags: next -M
1779080599.053384 args_parse_flags: -M
1779080599.053386 args_parse: flags end at 2 of 2
1779080599.053388 cmd_parse_build_commands: send-keys -M
1779080599.053390 cmd_parse_build_commands 0:0: copy-mode
1779080599.053391 cmd_parse_build_commands 0:1: -M
1779080599.053393 args_parse_flags: next -M
1779080599.053395 args_parse_flags: -M
1779080599.053396 args_parse: flags end at 2 of 2
1779080599.053399 cmd_parse_build_commands: copy-mode -M
1779080599.053401 args_parse_flags: next -F
1779080599.053402 args_parse_flags: -F
1779080599.053404 args_parse_flags: next #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053406 args_parse: flags end at 2 of 5
1779080599.053408 args_parse: 2 = #{||:#{pane_in_mode},#{mouse_any_flag}} (type STRING)
1779080599.053411 args_parse: 3 = send-keys -M (type COMMANDS)
1779080599.053413 args_parse: 4 = copy-mode -M (type COMMANDS)
1779080599.053419 cmd_parse_build_commands: if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M }
1779080599.053421 args_parse_flags: next -n
1779080599.053423 args_parse_flags: -n
1779080599.053424 args_parse_flags: next MouseDrag1Pane
1779080599.053426 args_parse: flags end at 2 of 4
1779080599.053428 args_parse: 2 = MouseDrag1Pane (type STRING)
1779080599.053434 args_parse: 3 = if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M } (type COMMANDS)
1779080599.053442 cmd_parse_build_commands: bind-key -n MouseDrag1Pane { if-shell -F "#{||:#{pane_in_mode},#{mouse_any_flag}}" { send-keys -M } { copy-mode -M } }
1779080599.053445 cmdq_get_command: [bind-key/0x733020ebfb00] group 845
1779080599.053447 cmdq_append <global>: [bind-key/0x733020ebfb00]
1779080599.053448 yylex_token: end at WS
1779080599.053450 yylex_token: bind
1779080599.053451 yylex_token: end at WS
1779080599.053453 yylex_token: -n
1779080599.053455 yylex_token: end at WS
1779080599.053456 yylex_token: WheelUpPane
1779080599.053458 yylex_token: end at WS
1779080599.053459 yylex_token: if
1779080599.053461 yylex_token: end at WS
1779080599.053462 yylex_token: -F
1779080599.053466 yylex_token: end at WS
1779080599.053468 yylex_token: #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053470 yylex_token: end at WS
1779080599.053471 yylex_token: send
1779080599.053473 yylex_token: end at WS
1779080599.053474 yylex_token: -M
1779080599.053476 yylex_token: end at WS
1779080599.053478 yylex_token: copy-mode
1779080599.053479 yylex_token: end at WS
1779080599.053481 yylex_token: -e
1779080599.053483 cmd_parse_build_commands 0:0: bind
1779080599.053485 cmd_parse_build_commands 0:1: -n
1779080599.053487 cmd_parse_build_commands 0:2: WheelUpPane
1779080599.053488 cmd_parse_build_commands 0:3 0:0: if
1779080599.053490 cmd_parse_build_commands 0:3 0:1: -F
1779080599.053492 cmd_parse_build_commands 0:3 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053494 cmd_parse_build_commands 0:3 0:3 0:0: send
1779080599.053495 cmd_parse_build_commands 0:3 0:3 0:1: -M
1779080599.053497 cmd_parse_build_commands 0:3 0:4 0:0: copy-mode
1779080599.053499 cmd_parse_build_commands 0:3 0:4 0:1: -e
1779080599.053501 cmd_parse_build_commands 0:0: if
1779080599.053503 cmd_parse_build_commands 0:1: -F
1779080599.053504 cmd_parse_build_commands 0:2: #{||:#{pane_in_mode},#{mouse_any_flag}}
1779080599.053506 cmd_parse_build_commands 0:3 0:0: send
1779080599.053508 cmd_parse_build_commands 0:3 0:1: -M
1779080599.053510 cmd_parse_build_commands 0:4 0:0: copy-mode
1779080599.053511 cmd_parse_build_commands 0:4 0:1: -e
1779080599.053513 cmd_parse_build_commands 0:0: send
1779080599.053515 cmd_parse_build_commands 0:1: -M
1779080599.053518 args_parse_flags: next -M
1779080599.053519 args_parse_flags: -M
